0,31.740176517754094
-2,-1949.436008820611
2,1492.4091069446083
-4,-48596.58063711698
4,54611.19601856676
-6,-328612.5114930141
6,445602.18765085965
-8,-1254436.1467917555
8,1994129.0065126272
-10,-3468009.4722025404
10,6426130.661958613
-12,-7773132.731061219
12,1.6820059178076766E7
-14,-1.4994407837772354E7
14,3.812652899838616E7
-16,-2.576277001440061E7
16,7.776137816734552E7
-18,-4.022760765045149E7
18,1.4627214128867254E8
-20,-5.769547038584146E7
20,2.5807793426047364E8
-22,-7.619536541705732E7
22,4.3228275078718454E8
-24,-9.197064202650517E7
24,6.935621706683214E8
-26,-9.889746433504838E7
26,1.0731234798640428E9
-28,-8.782987227773479E7
28,1.6097392023375218E9
-30,-4.58714308027146E7
30,2.35085404367413E9
-32,4.4426532706654735E7
32,3.3537652464774303E9
-34,2.0594010278651258E8
34,4.686876357541981E9
-36,4.679213620240092E8
36,6.431024406802952E9
-38,8.670203889656323E8
38,8.680880498062551E9
-40,1.4483806678023465E9
40,1.154642381149326E10
-42,2.266807909831534E9
42,1.515448901791788E10
-44,3.388012286695755E9
44,1.965038710486638E10
-46,4.889924075398322E9
46,2.51995996144096E10
-48,6.864082715095667E9
48,3.198954629276968E10
-50,9.417099275666542E9
50,4.023142615170739E10
-52,1.2672192338058014E10
52,5.0162131941686226E10
-54,1.6770797286408283E10
54,6.2046238036813255E10
-56,2.1874249011946278E10
56,7.617806173155696E10
-58,2.8165538028668144E10
58,9.288379794924168E10
-60,3.585114000079042E10
60,1.1252372736231898E11
-62,4.516291868198013E10
62,1.3549449792441579E11
-64,5.636010226636163E10
64,1.6223147981415933E11
-66,6.973133315130034E10
66,1.9321119379077905E11
-68,8.55967911119631E10
68,2.2895381296148508E11
-70,1.0431038988765565E11
70,2.7002573796062354E11
-72,1.2626204717993652E11
72,3.170422455406089E11
-74,1.5188002806250815E11
74,3.7067021057463306E11
-76,1.8163336180288452E11
76,4.316309014711509E11
-78,2.1603433209583575E11
78,5.007028490001433E11
-80,2.5564104070860916E11
80,5.787247885311561E11
-82,3.0106004453792804E11
82,6.665986756831168E11
-84,3.529490660787659E11
84,7.652927753859279E11
-86,4.1201977730489874E11
86,8.758448243538351E11
-88,4.790406569612336E11
88,9.993652669705767E11
-90,5.548399212679138E11
90,1.137040564586305E12
-92,6.403085280362013E11
92,1.2901365782262864E12
-94,7.364032541961355E11
94,1.460002024711381E12
-96,8.441498467359689E11
96,1.6480720061902944E12
-98,9.646462470533806E11
98,1.8558716130836082E12
-100,1.0990658887184655E12
100,2.0850196004395889E12
